Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-4.019214,0.125277,-11.612527,0.04236,-0.033517,0.082644
0.01900005340576172,-4.071306,0.147032,-11.636554,0.041465,-0.034979,0.081119
0.020999908447265625,-4.081042,0.154381,-11.645116,0.041776,-0.034705,0.080734
0.02500009536743164,-4.095466,0.145019,-11.619043,0.041071,-0.034939,0.080549
0.029000043869018555,-4.114621,0.161221,-11.622629,0.040893,-0.035333,0.079778
0.03299999237060547,-4.130308,0.181396,-11.624213,0.040544,-0.035342,0.079798
0.03699994087219238,-4.112113,0.177809,-11.610827,0.040394,-0.035242,0.079834
0.0410001277923584,-4.110452,0.185296,-11.604529,0.04035,-0.035127,0.079985
0.046000003814697266,-4.101925,0.206789,-11.59831,0.040028,-0.034968,0.07938
0.04999995231628418,-4.100944,0.214257,-11.604466,0.040106,-0.034373,0.080652
0.053999900817871094,-4.068524,0.200611,-11.583735,0.039914,-0.034679,0.081054
0.056999921798706055,-4.078714,0.218202,-11.575401,0.040274,-0.033819,0.080511
0.06100010871887207,-4.047897,0.20702,-11.56612,0.039959,-0.034146,0.080825
0.06699991226196289,-4.039856,0.203704,-11.576574,0.04033,-0.033717,0.081803
0.0710000991821289,-4.040098,0.197929,-11.58544,0.040404,-0.03371,0.082083
0.07500004768371582,-4.036853,0.194483,-11.558271,0.041001,-0.033179,0.082777
0.07899999618530273,-4.024556,0.182873,-11.574992,0.040575,-0.033328,0.083081
0.08299994468688965,-4.024991,0.185406,-11.601918,0.041033,-0.033708,0.083343
0.08700013160705566,-4.03201,0.175706,-11.599428,0.041392,-0.033551,0.08334
0.09100008010864258,-4.059723,0.167097,-11.594518,0.041016,-0.033672,0.082824
0.09599995613098145,-4.046933,0.163558,-11.582253,0.041445,-0.033852,0.083078
0.0989999771118164,-4.060947,0.188029,-11.57349,0.041783,-0.033891,0.082329
0.10299992561340332,-4.078718,0.172101,-11.587889,0.040961,-0.034118,0.082632
0.10700011253356934,-4.078539,0.195218,-11.608989,0.040594,-0.034198,0.082198
0.11299991607666016,-4.083914,0.212357,-11.60727,0.040663,-0.034087,0.08168
0.11700010299682617,-4.073963,0.212901,-11.617264,0.040367,-0.034056,0.081316
0.12100005149841309,-4.079212,0.22053,-11.615418,0.040314,-0.034293,0.081015
0.125,-4.073438,0.236343,-11.606592,0.040251,-0.033767,0.081114
0.12899994850158691,-4.063526,0.213971,-11.606848,0.040354,-0.034238,0.080817
0.13300013542175293,-4.044306,0.223402,-11.596554,0.040404,-0.034218,0.080765
0.13700008392333984,-4.052001,0.219212,-11.585512,0.040071,-0.034131,0.080286
0.1400001049041748,-4.048656,0.239479,-11.566424,0.039949,-0.033957,0.080028
0.14400005340576172,-4.035751,0.21805,-11.575843,0.040069,-0.03368,0.080484
0.14899992942810059,-4.021639,0.222325,-11.577403,0.040073,-0.034313,0.080091
0.1530001163482666,-4.012702,0.219411,-11.599568,0.040059,-0.033775,0.080383
0.15700006484985352,-4.008361,0.200889,-11.588452,0.039883,-0.0332,0.080577
0.16300010681152344,-3.982215,0.205078,-11.582117,0.039983,-0.033013,0.081003
0.16700005531311035,-3.975744,0.197911,-11.597706,0.040266,-0.033373,0.080899
0.17100000381469727,-3.975672,0.199976,-11.591664,0.040087,-0.032492,0.081616
0.17499995231628418,-3.953962,0.192779,-11.589417,0.040127,-0.032996,0.081404
0.17799997329711914,-3.9437,0.18929,-11.579537,0.04034,-0.032884,0.08198
0.18199992179870605,-3.951617,0.180508,-11.583468,0.040811,-0.032595,0.081852
0.18600010871887207,-3.956791,0.188696,-11.578325,0.040849,-0.03244,0.081711
0.19000005722045898,-3.957173,0.184181,-11.578891,0.041019,-0.032311,0.082065
0.19499993324279785,-3.959921,0.1773,-11.59825,0.041375,-0.032772,0.08219
0.19900012016296387,-3.957854,0.171087,-11.601585,0.041123,-0.032954,0.082354
0.20300006866455078,-3.961695,0.171801,-11.628282,0.041255,-0.032995,0.083002
0.2070000171661377,-3.955502,0.184617,-11.634049,0.041177,-0.03308,0.082467
0.21300005912780762,-3.955387,0.18397,-11.6424,0.041021,-0.033682,0.082904
0.21700000762939453,-3.958475,0.171302,-11.645024,0.040736,-0.032888,0.08223
0.2200000286102295,-3.949618,0.162987,-11.636293,0.040791,-0.033204,0.082055
0.2239999771118164,-3.9346,0.157656,-11.664144,0.040728,-0.033247,0.08197
0.22799992561340332,-3.914341,0.168056,-11.662554,0.041256,-0.032699,0.081696
0.23200011253356934,-3.911871,0.155548,-11.669975,0.041388,-0.032078,0.081627
0.23600006103515625,-3.898044,0.154442,-11.665051,0.041367,-0.032132,0.081515
0.24000000953674316,-3.887395,0.157466,-11.673098,0.041741,-0.031709,0.081024
0.24500012397766113,-3.868911,0.152983,-11.66985,0.041693,-0.031605,0.081112
0.24900007247924805,-3.861486,0.158977,-11.654861,0.040952,-0.032091,0.080968
0.25300002098083496,-3.866272,0.170736,-11.646038,0.041449,-0.031884,0.081247
0.2569999694824219,-3.872605,0.17594,-11.652701,0.041198,-0.031795,0.081051
0.26200008392333984,-3.871266,0.173295,-11.639676,0.04137,-0.03217,0.081901
0.26600003242492676,-3.883638,0.182086,-11.662439,0.041108,-0.0316,0.082027
0.26999998092651367,-3.881818,0.16707,-11.637184,0.041428,-0.032258,0.081747
0.2739999294281006,-3.9104,0.175906,-11.654836,0.041352,-0.032255,0.081466
