Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-3.013552,0.371893,-15.781027,0.038723,-0.020086,0.073371
0.021000146865844727,-2.84373,0.321758,-15.890357,0.040805,-0.017922,0.074219
0.021000146865844727,-2.84373,0.321758,-15.890357,0.040805,-0.017922,0.074219
0.02500009536743164,-2.818884,0.302217,-15.893996,0.040813,-0.016989,0.074679
0.029000043869018555,-2.786055,0.296546,-15.900136,0.041739,-0.01719,0.075659
0.03399991989135742,-2.7406,0.253419,-15.921454,0.042083,-0.016176,0.076473
0.03800010681152344,-2.712828,0.239099,-15.930415,0.042769,-0.015177,0.076964
0.04200005531311035,-2.698224,0.226344,-15.920444,0.043475,-0.014112,0.078308
0.046000003814697266,-2.705401,0.23052,-15.929117,0.043631,-0.01369,0.078724
0.04999995231628418,-2.693601,0.222452,-15.931315,0.043737,-0.01428,0.079473
0.054000139236450195,-2.703625,0.247659,-15.940733,0.043637,-0.014718,0.079564
0.05800008773803711,-2.728915,0.247775,-15.958708,0.0432,-0.014533,0.080317
0.06299996376037598,-2.73084,0.26982,-15.944699,0.042158,-0.015043,0.079909
0.06699991226196289,-2.762904,0.292058,-15.937522,0.04156,-0.015679,0.079088
0.0710000991821289,-2.788056,0.322062,-15.923242,0.041551,-0.016324,0.078325
0.07599997520446777,-2.836227,0.373802,-15.893198,0.039828,-0.016701,0.077171
0.07999992370605469,-2.856336,0.414806,-15.86497,0.038509,-0.017187,0.07588
0.0840001106262207,-2.869933,0.43116,-15.83882,0.038257,-0.017594,0.075118
0.08800005912780762,-2.880532,0.449894,-15.803604,0.037616,-0.017788,0.073886
0.09200000762939453,-2.897276,0.460746,-15.798073,0.036878,-0.017802,0.07254
0.09599995613098145,-2.874195,0.492765,-15.816128,0.036523,-0.017625,0.071375
0.10000014305114746,-2.857701,0.499538,-15.810886,0.036384,-0.017501,0.07078
0.10400009155273438,-2.859108,0.482717,-15.824836,0.036256,-0.016195,0.070897
0.10800004005432129,-2.832909,0.472837,-15.847646,0.036292,-0.015157,0.071022
0.11299991607666016,-2.818179,0.472904,-15.86039,0.037331,-0.01479,0.071246
0.11800003051757812,-2.829681,0.461859,-15.86701,0.037925,-0.014362,0.071996
0.12199997901916504,-2.859217,0.421515,-15.87381,0.039026,-0.014869,0.072593
0.12599992752075195,-2.883061,0.397787,-15.876719,0.039762,-0.015666,0.073123
0.13000011444091797,-2.918606,0.358164,-15.871852,0.040596,-0.016524,0.074055
0.13400006294250488,-2.966609,0.324752,-15.84899,0.041596,-0.017195,0.075231
0.1380000114440918,-3.012166,0.294247,-15.844842,0.042286,-0.017647,0.076722
0.1419999599456787,-3.049299,0.281054,-15.836747,0.043608,-0.017757,0.079237
0.14600014686584473,-3.097817,0.250581,-15.834046,0.044277,-0.018082,0.081183
0.15000009536743164,-3.159122,0.253946,-15.803742,0.044983,-0.01874,0.082972
0.15400004386901855,-3.22465,0.275611,-15.814448,0.044963,-0.019788,0.08431
0.16000008583068848,-3.294242,0.346793,-15.778226,0.044074,-0.02103,0.084605
0.1640000343322754,-3.360967,0.391886,-15.733018,0.042687,-0.021685,0.084088
0.1679999828338623,-3.389632,0.472125,-15.708967,0.040956,-0.022836,0.083055
