Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-3.673895,-0.291657,-8.295288,0.043777,-0.029293,0.084955
0.019999980926513672,-3.663562,-0.288312,-8.26181,0.043721,-0.029432,0.083814
0.019999980926513672,-3.663562,-0.288312,-8.26181,0.043721,-0.029432,0.083814
0.025999784469604492,-3.657596,-0.296399,-8.261093,0.044068,-0.028799,0.083391
0.029999971389770508,-3.648516,-0.312726,-8.240292,0.044599,-0.028605,0.083149
0.03399991989135742,-3.642614,-0.316622,-8.254851,0.044808,-0.028868,0.082862
0.037999868392944336,-3.620866,-0.312658,-8.250472,0.045673,-0.028602,0.082705
0.04199981689453125,-3.617612,-0.341471,-8.255155,0.045857,-0.028079,0.082834
0.046000003814697266,-3.609164,-0.349688,-8.269841,0.045602,-0.027843,0.081498
0.04999995231628418,-3.597536,-0.34271,-8.268432,0.045859,-0.027569,0.082365
0.053999900817871094,-3.591741,-0.359121,-8.266109,0.045764,-0.027695,0.081369
0.05799984931945801,-3.582241,-0.354447,-8.257168,0.046099,-0.027977,0.081675
0.06199979782104492,-3.590427,-0.330907,-8.263916,0.04639,-0.027361,0.081971
0.06699991226196289,-3.584394,-0.332418,-8.257333,0.045906,-0.028298,0.082607
0.0709998607635498,-3.590709,-0.336114,-8.242075,0.045812,-0.027887,0.082788
0.07499980926513672,-3.609459,-0.319221,-8.246865,0.045614,-0.027926,0.083288
0.07999992370605469,-3.600202,-0.309046,-8.226952,0.045505,-0.028838,0.083235
0.0839998722076416,-3.631621,-0.283382,-8.218388,0.04575,-0.028586,0.083866
0.08799982070922852,-3.62975,-0.292162,-8.2172,0.045216,-0.028863,0.083214
0.09199976921081543,-3.634346,-0.271844,-8.205076,0.045579,-0.028897,0.083851
0.09599995613098145,-3.645718,-0.260418,-8.222682,0.045502,-0.028607,0.083347
0.09999990463256836,-3.649553,-0.248011,-8.187357,0.045181,-0.029051,0.084171
0.10399985313415527,-3.647422,-0.246697,-8.169231,0.044915,-0.0291,0.083867
0.10899996757507324,-3.67247,-0.238243,-8.157314,0.045327,-0.029191,0.084261
0.11299991607666016,-3.673201,-0.223488,-8.161601,0.045175,-0.029796,0.083769
0.11699986457824707,-3.667631,-0.205802,-8.144549,0.04539,-0.030102,0.083414
0.12099981307983398,-3.659409,-0.212839,-8.138286,0.04583,-0.029999,0.084
0.125,-3.656661,-0.211979,-8.104091,0.045209,-0.029635,0.083861
0.12999987602233887,-3.659427,-0.204713,-8.116527,0.045503,-0.029404,0.084074
0.13399982452392578,-3.624272,-0.203888,-8.114609,0.045307,-0.029476,0.084386
0.1379997730255127,-3.604332,-0.216966,-8.118733,0.045077,-0.029014,0.084171
0.1419999599456787,-3.586337,-0.224849,-8.094511,0.04556,-0.028567,0.084286
0.14599990844726562,-3.568016,-0.219892,-8.094825,0.044717,-0.027811,0.084123
0.1509997844696045,-3.554022,-0.210751,-8.0764,0.044866,-0.027559,0.083951
0.1549999713897705,-3.539582,-0.222336,-8.11507,0.044413,-0.028245,0.08438
0.15899991989135742,-3.519818,-0.22175,-8.11081,0.044008,-0.027792,0.083382
0.16299986839294434,-3.499871,-0.200668,-8.11481,0.043856,-0.027631,0.082691
0.16699981689453125,-3.483665,-0.210052,-8.106129,0.043459,-0.027329,0.082838
