Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-3.752792,0.155306,-9.42227,0.042355,-0.029787,0.08139
0.019999980926513672,-3.802039,0.195149,-9.413408,0.040271,-0.030857,0.080668
0.019999980926513672,-3.802039,0.195149,-9.413408,0.040271,-0.030857,0.080668
0.023999929428100586,-3.801525,0.196697,-9.416551,0.040133,-0.031289,0.080177
0.029999971389770508,-3.815929,0.205328,-9.420471,0.03987,-0.031658,0.079463
0.03299999237060547,-3.819781,0.233679,-9.406734,0.039725,-0.031561,0.079271
0.037999868392944336,-3.828858,0.208532,-9.381857,0.039668,-0.031537,0.07924
0.04200005531311035,-3.81202,0.229128,-9.386565,0.039274,-0.031476,0.078658
0.046000003814697266,-3.828125,0.212781,-9.368948,0.039965,-0.031351,0.078496
0.04999995231628418,-3.830201,0.213831,-9.36161,0.039535,-0.031468,0.0786
0.053999900817871094,-3.837263,0.199523,-9.36468,0.039568,-0.031188,0.07882
0.05799984931945801,-3.808924,0.21911,-9.366484,0.04039,-0.031287,0.07915
0.06200003623962402,-3.817121,0.213106,-9.338762,0.040527,-0.030827,0.079268
0.06599998474121094,-3.796316,0.19947,-9.341661,0.041029,-0.03039,0.079191
0.06999993324279785,-3.798573,0.202981,-9.338647,0.041457,-0.030295,0.079775
0.07500004768371582,-3.789793,0.183875,-9.334715,0.041699,-0.029876,0.079304
0.07899999618530273,-3.786044,0.177082,-9.36227,0.04203,-0.029821,0.079646
0.08299994468688965,-3.764367,0.169121,-9.360988,0.042077,-0.0298,0.079207
0.08800005912780762,-3.764931,0.168949,-9.385424,0.04195,-0.029276,0.078706
0.09200000762939453,-3.762668,0.138042,-9.394576,0.042202,-0.029117,0.079064
0.09599995613098145,-3.74845,0.137144,-9.392189,0.042365,-0.028744,0.079317
0.09999990463256836,-3.730534,0.140254,-9.408121,0.042558,-0.029568,0.078894
0.10399985313415527,-3.711675,0.144894,-9.440272,0.042738,-0.029362,0.078467
0.10800004005432129,-3.706573,0.161527,-9.433816,0.042894,-0.029882,0.078921
0.1119999885559082,-3.697628,0.161231,-9.419724,0.042678,-0.029525,0.07912
0.11699986457824707,-3.688257,0.173237,-9.442028,0.041802,-0.028749,0.07933
0.12100005149841309,-3.683388,0.197198,-9.441239,0.041685,-0.027974,0.080012
0.125,-3.664625,0.199364,-9.424088,0.041429,-0.027489,0.080223
0.12899994850158691,-3.64669,0.200335,-9.426784,0.041008,-0.027351,0.080832
0.13299989700317383,-3.628195,0.208235,-9.422282,0.040388,-0.027688,0.081049
0.13699984550476074,-3.635075,0.230668,-9.424227,0.040872,-0.027338,0.08147
0.1419999599456787,-3.619906,0.206452,-9.416824,0.040736,-0.027249,0.081767
0.14599990844726562,-3.6107,0.205488,-9.36251,0.041493,-0.026759,0.081409
