Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-4.077202,0.030989,-11.822616,0.045308,-0.03187,0.077894
0.01900005340576172,-4.054419,0.015113,-11.828861,0.045987,-0.031585,0.077187
0.020999908447265625,-4.046878,0.002366,-11.824704,0.045785,-0.031559,0.07715
0.02500009536743164,-4.043371,-0.005457,-11.828094,0.045715,-0.031719,0.077091
0.029000043869018555,-4.034513,0.005252,-11.837368,0.045631,-0.031252,0.076552
0.03299999237060547,-4.044688,0.006428,-11.824989,0.045571,-0.031231,0.076715
0.037999868392944336,-4.041919,0.023448,-11.832312,0.045828,-0.030962,0.076188
0.04200005531311035,-4.017858,0.014005,-11.829102,0.045215,-0.03145,0.076063
0.046000003814697266,-4.01862,0.023186,-11.834986,0.044843,-0.03161,0.075973
0.04999995231628418,-4.024343,0.047804,-11.794048,0.044743,-0.030885,0.076171
0.053999900817871094,-4.017006,0.03872,-11.809078,0.044608,-0.030914,0.076694
0.05800008773803711,-4.03409,0.057547,-11.818504,0.044399,-0.031189,0.076288
0.06200003623962402,-4.018945,0.062259,-11.801728,0.044721,-0.031127,0.07725
0.06599998474121094,-4.034881,0.070324,-11.813255,0.044401,-0.031786,0.077561
0.0710000991821289,-4.048021,0.07364,-11.800934,0.044549,-0.032169,0.077527
0.07500004768371582,-4.07921,0.072097,-11.7988,0.044452,-0.032589,0.077611
0.07999992370605469,-4.08427,0.076654,-11.80101,0.043939,-0.032365,0.078261
0.0839998722076416,-4.090678,0.086678,-11.816292,0.044157,-0.03252,0.078475
0.08800005912780762,-4.088008,0.084086,-11.79101,0.044318,-0.032974,0.078257
0.09200000762939453,-4.081509,0.097072,-11.784857,0.044111,-0.033001,0.078689
0.09599995613098145,-4.076463,0.111314,-11.796086,0.044412,-0.032478,0.078315
0.09999990463256836,-4.071705,0.111128,-11.79708,0.043991,-0.032705,0.078253
0.10400009155273438,-4.05746,0.120326,-11.805635,0.044052,-0.032305,0.078441
0.10800004005432129,-4.041093,0.109877,-11.809016,0.043956,-0.031833,0.077865
0.1119999885559082,-4.020781,0.129278,-11.807608,0.043888,-0.031148,0.077484
0.11700010299682617,-3.999221,0.123035,-11.821661,0.043975,-0.031107,0.077649
0.11899995803833008,-3.993981,0.112578,-11.80315,0.043472,-0.030422,0.077666
0.12599992752075195,-3.982926,0.130663,-11.805936,0.044154,-0.030427,0.07749
0.12999987602233887,-3.983449,0.105881,-11.83045,0.043896,-0.030494,0.077855
0.13400006294250488,-3.973982,0.106205,-11.817341,0.044214,-0.03079,0.077865
0.1380000114440918,-3.977882,0.09891,-11.833949,0.044395,-0.030479,0.077932
0.1419999599456787,-3.97756,0.078071,-11.84204,0.044595,-0.031028,0.078002
