Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-2.819868,0.732434,-15.686668,0.038116,-0.016669,0.076982
0.01900005340576172,-2.753572,0.687183,-15.692563,0.037526,-0.015473,0.077281
0.020999908447265625,-2.770288,0.672715,-15.697448,0.037481,-0.014979,0.077083
0.02500009536743164,-2.768757,0.663221,-15.696104,0.038404,-0.015894,0.077412
0.029000043869018555,-2.771968,0.64747,-15.67441,0.03887,-0.017229,0.077563
0.03299999237060547,-2.791439,0.611035,-15.643193,0.040012,-0.017713,0.077744
0.03699994087219238,-2.797987,0.598833,-15.655274,0.040022,-0.017589,0.078447
0.0409998893737793,-2.789092,0.583185,-15.643186,0.040111,-0.016558,0.078154
0.04500007629394531,-2.766497,0.573045,-15.633484,0.039966,-0.01585,0.077918
0.05099987983703613,-2.764151,0.571652,-15.638241,0.040248,-0.014547,0.076934
0.05500006675720215,-2.767566,0.549848,-15.66093,0.039802,-0.013893,0.076888
0.05900001525878906,-2.785523,0.532004,-15.666818,0.040277,-0.013461,0.077626
0.06299996376037598,-2.805396,0.534965,-15.689284,0.040577,-0.013293,0.077715
0.06699991226196289,-2.825486,0.514044,-15.69979,0.040716,-0.013865,0.077654
0.0710000991821289,-2.8385,0.509018,-15.698646,0.040718,-0.013628,0.077756
0.07500004768371582,-2.869192,0.513253,-15.68589,0.04104,-0.01335,0.077335
0.07899999618530273,-2.866779,0.506966,-15.683411,0.041154,-0.013439,0.077112
0.08299994468688965,-2.892038,0.513333,-15.682521,0.040662,-0.012701,0.076625
0.08699989318847656,-2.918005,0.520207,-15.675494,0.040412,-0.013029,0.076101
0.09200000762939453,-2.961679,0.502608,-15.694136,0.040497,-0.012951,0.075994
0.09599995613098145,-3.047805,0.472963,-15.701592,0.040497,-0.01369,0.074745
0.09999990463256836,-3.147204,0.440635,-15.684454,0.042392,-0.015219,0.074995
0.10500001907348633,-3.232796,0.368508,-15.645593,0.043032,-0.016738,0.074242
0.10899996757507324,-3.331338,0.31765,-15.597592,0.044391,-0.01816,0.074181
0.11299991607666016,-3.425657,0.274832,-15.539024,0.045368,-0.018844,0.073861
0.11700010299682617,-3.497671,0.241191,-15.467973,0.046195,-0.020121,0.074114
0.12100005149841309,-3.565991,0.20234,-15.398828,0.046333,-0.021292,0.073249
0.125,-3.609142,0.18243,-15.34943,0.046293,-0.021442,0.072544
0.12899994850158691,-3.652158,0.180473,-15.298267,0.045656,-0.021763,0.072581
0.13400006294250488,-3.646657,0.187319,-15.261364,0.044663,-0.020353,0.071717
0.1380000114440918,-3.689849,0.227678,-15.177508,0.043993,-0.021532,0.072236
0.1419999599456787,-3.718889,0.251084,-15.109488,0.042844,-0.021477,0.072404
0.14599990844726562,-3.705661,0.231289,-15.155828,0.042281,-0.019293,0.071829
0.15000009536743164,-3.765776,0.286334,-15.107784,0.0418,-0.021054,0.073959
0.15400004386901855,-3.81939,0.263997,-15.109635,0.042176,-0.021533,0.075888
0.15899991989135742,-3.928409,0.270807,-15.099553,0.042597,-0.022059,0.077407
0.16300010681152344,-4.047604,0.252135,-15.069058,0.042896,-0.023694,0.078883
0.16700005531311035,-4.170363,0.233327,-15.045174,0.044276,-0.025711,0.079532
0.17100000381469727,-4.283574,0.201353,-14.973776,0.044788,-0.02765,0.080716
0.17599987983703613,-4.443281,0.190702,-14.904758,0.045468,-0.029718,0.081283
0.18000006675720215,-4.521908,0.18852,-14.842913,0.045406,-0.032404,0.080102
0.18400001525878906,-4.602364,0.208723,-14.77343,0.044559,-0.033444,0.079556
0.18799996376037598,-4.647885,0.211923,-14.685215,0.043425,-0.034483,0.07839
0.1919999122619629,-4.683191,0.252195,-14.62224,0.042782,-0.035304,0.077183
0.1960000991821289,-4.692408,0.255861,-14.56414,0.042053,-0.035786,0.076016
0.20000004768371582,-4.690472,0.284165,-14.500584,0.041694,-0.035465,0.074499
0.20399999618530273,-4.678633,0.284926,-14.466248,0.04104,-0.034747,0.073432
0.2090001106262207,-4.652687,0.27871,-14.440629,0.040321,-0.034598,0.07263
0.21399998664855957,-4.65388,0.278247,-14.41139,0.040234,-0.033817,0.071166
0.21799993515014648,-4.624692,0.299964,-14.429603,0.040413,-0.033364,0.071127
0.2219998836517334,-4.621658,0.298074,-14.410702,0.040557,-0.033685,0.071233
0.22600007057189941,-4.614971,0.308707,-14.412401,0.040317,-0.03353,0.070631
0.23000001907348633,-4.580164,0.310082,-14.40021,0.040088,-0.033932,0.070658
0.23399996757507324,-4.562133,0.323539,-14.413332,0.03917,-0.033521,0.071252
0.23799991607666016,-4.521504,0.324254,-14.42336,0.038697,-0.033145,0.07178
0.24200010299682617,-4.509846,0.329253,-14.442397,0.039372,-0.032806,0.072678
0.24600005149841309,-4.485318,0.314562,-14.454302,0.040734,-0.032879,0.073623
0.25,-4.446064,0.259256,-14.464285,0.040922,-0.032525,0.074652
