Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.003999948501586914,-3.862283,-0.56984,-12.538132,0.047843,-0.028265,0.078204
0.018999814987182617,-3.862556,-0.553591,-12.525975,0.047636,-0.027852,0.079856
0.018999814987182617,-3.862556,-0.553591,-12.525975,0.047636,-0.027852,0.079856
0.023000001907348633,-3.860773,-0.556116,-12.524442,0.047675,-0.027804,0.079638
0.0279998779296875,-3.845041,-0.56236,-12.537924,0.048111,-0.027842,0.079874
0.03399991989135742,-3.842827,-0.558883,-12.553346,0.048086,-0.02802,0.079793
0.037999868392944336,-3.844521,-0.564923,-12.55513,0.048253,-0.027786,0.079952
0.04199981689453125,-3.839552,-0.562005,-12.5568,0.048039,-0.027865,0.080997
0.046000003814697266,-3.837856,-0.564975,-12.552494,0.048152,-0.027621,0.080947
0.04999995231628418,-3.827715,-0.568131,-12.566878,0.048095,-0.027908,0.080627
0.05299997329711914,-3.822639,-0.573728,-12.554842,0.048338,-0.027757,0.080766
0.056999921798706055,-3.830123,-0.570954,-12.55116,0.048532,-0.027608,0.080213
0.06099987030029297,-3.809522,-0.598254,-12.536022,0.048345,-0.027667,0.080499
0.06499981880187988,-3.803635,-0.600679,-12.550953,0.048703,-0.027688,0.080006
0.0690000057220459,-3.787034,-0.604943,-12.553684,0.048712,-0.026977,0.079798
0.07299995422363281,-3.783459,-0.610129,-12.557977,0.049114,-0.02695,0.080068
0.07899999618530273,-3.772137,-0.626859,-12.534816,0.049145,-0.026524,0.079773
0.0839998722076416,-3.764577,-0.620109,-12.537605,0.049163,-0.026327,0.079339
0.08799982070922852,-3.746354,-0.608169,-12.533703,0.049138,-0.026387,0.079485
0.09200000762939453,-3.759846,-0.60859,-12.495322,0.049034,-0.026633,0.079486
0.09499979019165039,-3.75595,-0.59104,-12.513347,0.048757,-0.027125,0.079321
0.0989999771118164,-3.78587,-0.591116,-12.506213,0.048031,-0.026934,0.079434
0.10299992561340332,-3.812846,-0.565153,-12.46355,0.047864,-0.027437,0.078972
0.10699987411499023,-3.827242,-0.533809,-12.445532,0.047878,-0.027451,0.079378
0.11099982261657715,-3.84367,-0.51881,-12.442535,0.046983,-0.02788,0.079994
0.11500000953674316,-3.869847,-0.510527,-12.420828,0.0467,-0.028306,0.080658
0.11899995803833008,-3.905437,-0.494485,-12.415595,0.046227,-0.028647,0.080321
