Time Elapsed (s),Fx (N),Fy (N),Fz (N),Tx (Nm),Ty (Nm),Tz (Nm)
0.004000186920166016,-4.026667,-1.675935,-17.037708,0.05883,-0.031099,0.07617
0.018000125885009766,-4.01765,-1.675189,-17.042654,0.058123,-0.030959,0.075429
0.019999980926513672,-4.013063,-1.667073,-17.03684,0.058712,-0.030852,0.07534
0.024000167846679688,-4.017257,-1.675065,-17.039676,0.058217,-0.031001,0.075355
0.029000043869018555,-4.015174,-1.666419,-17.047316,0.058609,-0.031119,0.075346
0.03299999237060547,-4.011247,-1.674096,-17.033822,0.058706,-0.030982,0.075152
0.03800010681152344,-4.000408,-1.662218,-17.031372,0.058515,-0.030938,0.074961
0.04200005531311035,-3.996569,-1.666146,-17.030052,0.058297,-0.030535,0.074847
0.046000003814697266,-3.993476,-1.675346,-17.026582,0.058281,-0.030588,0.075197
0.04999995231628418,-3.988007,-1.663319,-17.018292,0.057792,-0.031029,0.074836
0.054000139236450195,-3.982316,-1.67132,-17.022122,0.058743,-0.031171,0.075074
0.05800008773803711,-3.982586,-1.66772,-17.04217,0.058811,-0.031157,0.074881
0.06200003623962402,-3.985014,-1.670595,-17.035296,0.058835,-0.031423,0.074682
0.06700015068054199,-3.987793,-1.680618,-17.032828,0.058472,-0.030873,0.075518
0.0710000991821289,-3.977047,-1.697621,-17.012808,0.058398,-0.031042,0.074986
0.07500004768371582,-3.974586,-1.690265,-17.037376,0.05829,-0.030705,0.075478
0.07899999618530273,-3.977742,-1.694856,-17.01703,0.058875,-0.031078,0.07511
0.08300018310546875,-3.953706,-1.699763,-17.033324,0.05889,-0.030732,0.075537
0.08800005912780762,-3.940044,-1.704664,-17.04036,0.058807,-0.03093,0.075342
0.09200000762939453,-3.9448,-1.705545,-17.029094,0.059176,-0.03059,0.074997
0.09599995613098145,-3.949162,-1.705484,-17.034676,0.05934,-0.02998,0.075385
0.10000014305114746,-3.936045,-1.713955,-17.038206,0.059184,-0.029933,0.07538
0.10400009155273438,-3.926712,-1.725383,-17.045854,0.059332,-0.029857,0.075707
0.10899996757507324,-3.929642,-1.7268,-17.04685,0.059391,-0.029927,0.076304
0.11300015449523926,-3.939151,-1.754164,-17.052888,0.059933,-0.030164,0.075407
0.11700010299682617,-3.925278,-1.764313,-17.04325,0.059674,-0.030384,0.075409
0.12100005149841309,-3.929895,-1.761851,-17.050554,0.060094,-0.029796,0.075455
0.125,-3.912846,-1.769756,-17.039888,0.060263,-0.030284,0.075604
0.12900018692016602,-3.916466,-1.773,-17.038664,0.060075,-0.029839,0.075328
0.13300013542175293,-3.896777,-1.77461,-17.03735,0.060571,-0.029841,0.075299
0.13700008392333984,-3.893068,-1.763023,-17.02874,0.060153,-0.02986,0.074766
0.1419999599456787,-3.899921,-1.755601,-17.033008,0.059735,-0.029504,0.074384
0.14600014686584473,-3.875776,-1.759707,-17.025564,0.059644,-0.029288,0.074271
0.1510000228881836,-3.854097,-1.75722,-17.01052,0.059618,-0.029013,0.074321
0.1549999713897705,-3.849125,-1.753419,-17.014048,0.059674,-0.028359,0.074729
0.15900015830993652,-3.823995,-1.742403,-16.994638,0.058944,-0.028348,0.074489
0.16300010681152344,-3.805286,-1.735784,-17.01348,0.059095,-0.028486,0.074368
0.16700005531311035,-3.811106,-1.727769,-16.983256,0.059368,-0.028162,0.074366
0.17100000381469727,-3.809371,-1.727501,-16.987526,0.058909,-0.028354,0.074183
0.17499995231628418,-3.813139,-1.714688,-16.979046,0.059107,-0.028529,0.074575
0.1790001392364502,-3.800794,-1.732297,-16.979824,0.05912,-0.028938,0.074689
0.1830000877380371,-3.817542,-1.705079,-16.94335,0.059367,-0.028888,0.074808
0.18799996376037598,-3.824352,-1.693487,-16.966828,0.059252,-0.029552,0.075045
0.192000150680542,-3.831713,-1.696404,-16.95046,0.058488,-0.028995,0.074961
0.19500017166137695,-3.836443,-1.673075,-16.955978,0.05857,-0.028733,0.075397
0.20099997520446777,-3.825405,-1.651611,-16.927926,0.058127,-0.029129,0.0752
0.2050001621246338,-3.815771,-1.651822,-16.93296,0.0576,-0.02947,0.074851
0.2090001106262207,-3.809439,-1.622789,-16.926664,0.057845,-0.029488,0.074971
0.21300005912780762,-3.797436,-1.611072,-16.928776,0.057304,-0.029099,0.075243
0.21700000762939453,-3.796241,-1.594173,-16.930814,0.05753,-0.028709,0.07475
0.22099995613098145,-3.77962,-1.592872,-16.915076,0.056566,-0.02835,0.074875
0.22500014305114746,-3.76129,-1.575946,-16.902516,0.056815,-0.028731,0.074981
0.22900009155273438,-3.751139,-1.566324,-16.91791,0.056313,-0.028451,0.075146
0.2330000400543213,-3.750881,-1.568385,-16.916646,0.056322,-0.028245,0.075753
0.23600006103515625,-3.742632,-1.570016,-16.911756,0.056325,-0.028145,0.075914
0.24100017547607422,-3.747993,-1.580234,-16.942722,0.056826,-0.028135,0.077071
0.24699997901916504,-3.76728,-1.596271,-16.939726,0.057385,-0.028775,0.077801
0.25100016593933105,-3.784956,-1.625981,-16.958038,0.058024,-0.028931,0.078341
0.25500011444091797,-3.801851,-1.659442,-16.949308,0.058564,-0.029599,0.078787
0.2590000629425049,-3.818062,-1.663959,-16.9394,0.05967,-0.029743,0.078673
